OrderItemID,OrderID,ProductID,Quantity,UnitPrice
94,40,141,4,23253
95,40,298,5,33050
96,40,10,1,12356
97,40,63,1,59000
98,41,200,2,40389
99,41,34,2,1704
100,41,65,2,58282
101,41,63,2,59000
102,42,176,1,49392
103,42,95,1,34800
104,42,290,3,60078
105,43,118,5,5214
106,44,155,1,55269
107,44,277,3,37867
108,44,269,5,5052
109,44,58,4,25157
110,45,42,1,42687
111,45,297,3,46379
112,46,72,5,63988
113,46,249,1,6964
114,47,19,3,35193
115,48,294,1,52079
116,48,214,4,20087
117,49,207,5,36154
118,49,153,2,8618
119,49,42,1,42687
120,50,273,2,61737
121,50,274,4,52298
122,50,35,3,35173
123,50,209,1,13646
124,51,81,5,68722
125,52,107,5,23406
126,52,86,3,9802
127,53,140,4,14170
128,54,197,3,62231
129,54,23,4,30221
130,54,126,5,52943
131,55,225,1,37962
132,55,124,1,41345
133,56,277,3,37867
134,57,114,2,43225
135,57,14,2,47600
136,58,254,1,29651
137,58,164,2,60715
138,59,134,2,44133
139,59,298,2,33050
140,60,191,3,36411
141,60,217,4,29781
142,61,82,4,41380
143,62,251,5,63732
144,62,212,2,62816
145,63,296,1,37712
146,64,281,3,47184
147,64,206,3,2054
148,65,29,2,52550
149,65,288,1,9881
150,65,165,2,49889
151,65,154,4,61269
152,66,147,1,34172
153,66,291,2,50622
154,66,211,3,44857
155,66,249,1,6964
156,67,71,4,59838
157,67,7,1,36663
158,68,130,2,37806
159,69,144,1,41788
160,69,138,2,25685
161,70,204,1,37293
162,70,272,4,19094
163,70,212,2,62816
164,70,124,2,41345
165,71,95,5,34800
166,71,29,5,52550
167,71,246,5,350
168,72,208,4,38490
169,72,113,2,3301
170,72,84,5,41641
171,73,228,4,29666
172,73,158,4,29106
173,74,173,5,33786
174,74,197,4,62231
175,75,61,3,52972
176,75,109,3,32727
177,75,275,5,50008
178,76,85,1,60268
179,76,235,2,33016
180,77,176,3,49392
181,77,224,4,61792
182,77,200,5,40389
183,77,52,4,30361
184,78,26,5,60342
185,79,231,2,57760
186,80,164,2,60715
187,81,187,5,61110
188,82,5,4,3678
189,82,124,5,41345
190,82,257,2,63442
191,82,217,1,29781
192,83,285,5,18958
193,83,129,2,53425
194,84,96,2,6858
195,84,115,1,46225
196,85,240,2,12159
197,86,43,3,47776
198,87,188,3,44292
199,88,145,3,66362
200,88,216,5,54748
201,88,6,2,55187
202,89,240,1,12159
203,89,20,4,22631
204,90,167,2,55455
205,90,127,2,16883
206,90,81,2,68722
207,90,97,1,5978
208,91,106,5,20457
209,91,249,4,6964
210,92,167,4,55455
211,93,286,3,60436
212,94,110,2,50340
213,94,103,3,40604
214,94,23,3,30221
215,94,300,1,48023
216,95,140,1,14170
217,96,270,1,43715
218,97,120,1,67233
219,98,218,2,59249
220,98,279,5,22005
221,98,120,1,67233
222,99,168,2,2740
223,100,121,1,25114
224,100,111,4,29354
225,100,253,5,1992
226,100,91,3,13777
227,101,140,5,14170
228,102,269,2,5052
229,103,186,3,36759
230,103,214,4,20087
231,103,209,1,13646
232,104,98,3,34535
233,104,190,3,34062
234,104,166,2,43040
235,105,101,5,4922
236,106,212,5,62816
237,106,172,5,15193
238,107,248,3,47619
239,107,156,4,50057
240,107,258,5,19158
241,107,300,1,48023
242,108,265,2,49641
243,108,251,3,63732
244,109,5,3,3678
245,110,6,4,55187
246,110,229,1,18843
247,110,125,5,66669
248,110,262,4,39332
249,111,192,1,25242
250,111,190,1,34062
251,111,40,5,49209
252,111,103,1,40604
253,112,93,3,20574
254,113,43,4,47776
255,113,173,3,33786
256,114,43,1,47776
257,114,201,3,25442
258,114,279,5,22005
259,115,120,5,67233
260,115,139,2,52583
261,115,209,4,13646
262,116,167,5,55455
263,116,139,1,52583
264,116,176,2,49392
265,116,184,4,63572
266,117,55,3,9487
267,117,272,5,19094
268,118,210,3,37468
269,118,197,3,62231
270,119,281,3,47184
271,120,175,2,14368
272,120,65,5,58282
273,120,264,4,63683
274,121,279,5,22005
275,122,101,4,4922
276,123,149,4,57854
277,124,212,2,62816
278,124,156,4,50057
279,125,191,5,36411
280,125,32,3,8526
281,125,221,1,27859
282,125,238,5,68221
283,126,206,2,2054
284,126,136,1,3401
285,127,244,3,59814
286,128,261,1,66750
287,129,103,3,40604
288,129,162,5,3734
289,129,211,1,44857
290,129,197,5,62231
291,130,161,3,61461
292,131,168,2,2740
293,131,122,5,421
294,131,163,4,3752
295,132,179,2,45708
296,132,251,5,63732
297,132,184,2,63572
298,132,8,4,55592
299,133,6,5,55187
300,133,101,1,4922
301,134,277,3,37867
302,134,271,2,13269
303,134,101,2,4922
304,134,199,1,46312
305,135,27,4,32525
306,135,90,5,69529
307,136,238,2,68221
308,136,266,5,31500
309,136,129,5,53425
310,137,197,4,62231
311,137,264,3,63683
312,137,132,2,28210
313,138,96,2,6858
314,139,68,2,53469
315,139,185,3,35379
316,139,177,5,32030
317,139,130,4,37806
318,140,257,1,63442
319,140,100,3,10062
320,141,207,1,36154
321,141,10,4,12356
322,141,129,1,53425
323,142,266,3,31500
324,142,50,4,68039
325,142,294,2,52079
326,142,240,3,12159
327,143,134,3,44133
328,143,167,1,55455
329,143,20,2,22631
330,144,151,2,10761
331,144,277,3,37867
332,144,162,3,3734
333,144,241,5,43887
334,145,25,3,41445
335,145,141,2,23253
336,146,158,1,29106
337,147,72,4,63988
338,147,267,3,54041
339,147,124,4,41345
340,147,242,3,43428
341,148,10,5,12356
342,148,117,5,34437
343,148,201,5,25442
344,149,175,2,14368
345,150,15,3,6206
346,151,131,5,42437
347,151,157,5,39339
348,152,45,3,11426
349,152,66,3,6830
350,153,248,4,47619
351,153,269,5,5052
352,154,235,3,33016
353,155,272,3,19094
354,156,132,3,28210
355,157,168,2,2740
356,157,291,2,50622
357,158,172,3,15193
358,158,185,2,35379
359,159,141,5,23253
360,159,209,3,13646
361,159,235,1,33016
362,160,1,2,36248
363,160,16,2,10658
364,160,73,1,28734
365,160,279,1,22005
366,161,43,5,47776
367,162,255,5,15596
368,162,245,4,42572
369,162,74,1,8189
370,162,113,5,3301
371,163,261,5,66750
372,164,69,2,52765
373,164,141,5,23253
374,165,266,2,31500
375,166,91,2,13777
376,166,183,2,57280
377,166,205,4,30016
378,166,14,3,47600
379,167,109,1,32727
380,167,253,4,1992
381,168,272,1,19094
382,169,130,5,37806
383,170,123,3,47939
384,170,30,4,66984
385,170,33,1,61548
386,170,42,4,42687
387,171,20,5,22631
388,171,296,5,37712
389,171,56,1,63824
390,171,124,1,41345
391,172,23,2,30221
392,172,93,1,20574
393,173,295,5,6628
394,174,231,3,57760
395,175,3,1,55502
396,175,167,5,55455
397,175,201,2,25442
398,175,10,5,12356
399,176,124,2,41345
400,177,280,3,6228
401,177,1,4,36248
402,177,149,4,57854
403,177,127,3,16883
404,178,221,5,27859
405,178,216,1,54748
406,178,22,4,28985
407,179,96,5,6858
408,180,254,4,29651
409,180,158,3,29106
410,181,202,2,24467
411,181,228,1,29666
412,181,275,1,50008
413,182,291,5,50622
414,182,62,1,32791
415,182,97,1,5978
416,183,12,1,60417
417,183,30,5,66984
418,183,249,3,6964
419,184,271,2,13269
420,184,297,4,46379
421,185,279,3,22005
422,185,120,1,67233
423,185,108,5,23709
424,185,235,2,33016
425,186,178,2,16066
426,186,226,2,9529
427,186,222,2,31639
428,186,72,2,63988
429,187,299,1,5367
430,187,60,2,7300
431,188,179,3,45708
432,188,76,3,69815
433,188,211,3,44857
434,188,20,4,22631
435,189,169,1,46070
436,190,280,1,6228
437,190,186,3,36759
438,190,159,2,57325
439,191,61,1,52972
440,191,277,3,37867
441,191,170,1,4267
442,191,92,3,15329
443,192,15,4,6206
444,192,262,4,39332
445,193,81,4,68722
446,193,260,1,36408
447,193,86,5,9802
448,193,111,1,29354
449,194,297,2,46379
450,195,124,1,41345
451,195,299,1,5367
452,195,225,2,37962
453,195,291,1,50622
454,196,80,3,5409
455,196,100,4,10062
456,197,132,5,28210
457,197,142,1,6782
458,197,294,1,52079
459,197,18,4,21519
460,198,241,4,43887
461,198,140,1,14170
462,199,231,2,57760
463,199,95,1,34800
464,199,63,2,59000
465,200,138,3,25685
466,200,236,3,2919
467,201,230,1,40519
468,201,62,4,32791
469,201,184,5,63572
470,202,282,4,32207
471,202,95,5,34800
472,203,202,4,24467
473,204,236,4,2919
474,204,156,5,50057
475,204,128,2,23010
476,204,87,5,34960
477,205,75,5,6772
478,205,213,3,64654
479,206,33,1,61548
480,206,254,1,29651
481,206,211,2,44857
482,207,148,5,68527
483,207,226,1,9529
484,207,293,5,38980
485,208,247,2,54365
486,208,296,3,37712
487,208,251,3,63732
488,208,122,2,421
489,209,57,5,62153
490,209,34,5,1704
491,209,284,2,50340
492,209,245,4,42572
493,210,288,2,9881
494,211,133,3,11314
495,211,96,5,6858
496,212,240,1,12159
497,213,269,3,5052
498,214,6,1,55187
499,214,128,5,23010
500,214,248,1,47619
501,214,99,5,56257
502,215,216,5,54748
503,215,161,5,61461
504,215,75,1,6772
505,216,270,3,43715
506,216,154,5,61269
507,216,91,2,13777
508,217,45,4,11426
509,218,87,5,34960
510,218,84,2,41641
511,218,36,4,38669
512,219,64,5,36709
513,219,265,5,49641
514,219,170,4,4267
515,219,266,3,31500
516,220,78,1,9107
517,220,209,5,13646
518,220,211,3,44857
519,220,240,2,12159
520,221,169,5,46070
521,221,236,4,2919
522,221,300,5,48023
523,222,88,2,32218
524,222,192,3,25242
525,223,262,3,39332
526,224,191,5,36411
527,225,50,5,68039
528,225,115,5,46225
529,225,101,2,4922
530,226,256,2,38454
531,226,278,1,13103
532,227,113,2,3301
533,227,36,3,38669
534,228,14,4,47600
535,228,21,4,60789
536,229,225,4,37962
537,230,100,5,10062
538,231,41,2,69714
539,231,205,4,30016
540,231,189,1,24034
541,231,203,4,36441
542,232,264,1,63683
543,232,24,4,52781
544,232,104,2,27735
545,232,206,2,2054
546,233,125,5,66669
547,233,137,2,9745
548,233,32,5,8526
549,234,250,3,17372
550,234,38,5,23616
551,235,261,2,66750
552,235,249,5,6964
553,235,100,2,10062
554,236,55,3,9487
555,237,53,3,9505
556,238,176,1,49392
557,238,45,2,11426
558,238,197,5,62231
559,238,206,5,2054
560,239,120,3,67233
561,239,57,1,62153
562,239,248,5,47619
563,239,153,2,8618
564,240,161,5,61461
565,240,20,3,22631
566,240,213,5,64654
567,240,283,2,23800
568,241,73,3,28734
569,241,267,1,54041
570,241,250,5,17372
571,241,65,4,58282
572,242,254,3,29651
573,242,74,4,8189
574,242,257,1,63442
575,242,54,2,9034
576,243,270,5,43715
577,244,201,4,25442
578,244,263,1,64378
579,244,36,2,38669
580,244,9,2,28421
581,245,112,5,40201
582,245,5,3,3678
583,245,45,1,11426
584,246,130,2,37806
585,246,300,3,48023
586,246,285,4,18958
587,247,165,2,49889
588,247,44,5,7792
589,248,286,5,60436
590,248,143,3,60029
591,248,224,1,61792
592,249,50,2,68039
593,250,122,2,421
594,250,137,1,9745
595,250,206,1,2054
596,250,183,5,57280
597,251,17,5,50023
598,251,65,4,58282
599,251,297,4,46379
600,251,179,1,45708
601,252,224,1,61792
602,253,111,5,29354
603,253,135,2,29644
604,253,134,1,44133
605,253,54,1,9034
606,254,271,5,13269
607,254,149,3,57854
608,255,51,1,29651
609,256,208,4,38490
610,257,235,5,33016
611,258,221,1,27859
612,258,30,3,66984
613,258,99,5,56257
614,259,201,3,25442
615,260,196,4,40335
616,261,81,2,68722
617,261,263,5,64378
618,261,238,2,68221
619,261,110,5,50340
620,262,39,4,66740
621,262,110,2,50340
622,262,22,1,28985
623,262,184,3,63572
624,263,40,3,49209
625,263,143,3,60029
626,264,185,4,35379
627,265,228,4,29666
628,265,109,5,32727
629,265,145,3,66362
630,265,87,4,34960
631,266,146,1,21061
632,266,203,4,36441
633,267,104,4,27735
634,267,283,4,23800
635,268,111,5,29354
636,268,178,2,16066
637,269,162,1,3734
638,269,156,5,50057
639,269,105,1,46557
640,270,57,4,62153
641,270,135,4,29644
642,270,223,1,20717
643,270,240,2,12159
644,271,267,3,54041
645,272,246,4,350
646,273,99,1,56257
647,273,52,2,30361
648,273,217,2,29781
649,274,135,4,29644
650,274,102,2,19610
651,275,91,2,13777
652,276,211,3,44857
653,276,230,2,40519
654,276,138,2,25685
655,277,50,4,68039
656,277,290,1,60078
657,277,160,4,44257
658,278,55,4,9487
659,279,111,2,29354
660,280,121,1,25114
661,280,86,1,9802
662,281,86,1,9802
663,281,138,4,25685
664,282,277,2,37867
665,283,155,2,55269
666,283,244,5,59814
667,283,103,3,40604
668,283,31,2,14571
669,284,18,4,21519
670,284,146,5,21061
671,284,199,5,46312
672,284,131,3,42437
673,285,8,1,55592
674,285,196,2,40335
675,285,107,2,23406
676,285,106,4,20457
677,286,2,5,13634
678,287,232,3,52957
679,287,232,3,52957
680,287,240,5,12159
681,288,174,2,15212
682,289,38,1,23616
683,289,250,2,17372
684,289,113,4,3301
685,290,256,5,38454
686,290,144,1,41788
687,290,33,1,61548
688,291,157,3,39339
689,291,195,3,38766
690,291,246,1,350
691,291,33,2,61548
692,292,53,2,9505
693,292,80,3,5409
694,292,117,1,34437
695,292,94,4,27807
696,293,116,5,43604
697,293,214,1,20087
698,293,179,2,45708
699,293,99,4,56257
700,294,183,5,57280
701,294,300,2,48023
702,294,136,2,3401
703,294,284,1,50340
704,295,277,2,37867
705,296,110,4,50340
706,297,41,1,69714
707,297,217,2,29781
708,298,149,5,57854
709,298,164,4,60715
710,298,11,2,45282
711,299,126,4,52943
712,299,160,5,44257
713,299,296,4,37712
714,300,60,4,7300
715,300,22,2,28985
716,301,109,1,32727
717,301,35,5,35173
718,302,222,5,31639
719,302,113,3,3301
720,303,278,1,13103
721,303,224,3,61792
722,303,5,2,3678
723,303,228,5,29666
724,304,189,1,24034
725,304,239,4,23988
726,304,151,5,10761
727,304,276,5,4905
728,305,127,4,16883
729,305,90,1,69529
730,305,117,4,34437
731,305,189,4,24034
732,306,106,4,20457
733,307,58,2,25157
734,307,7,4,36663
735,307,117,5,34437
736,307,45,2,11426
737,308,84,3,41641
738,309,11,4,45282
739,310,11,1,45282
740,310,27,2,32525
741,311,200,2,40389
742,311,299,3,5367
743,312,240,2,12159
744,312,141,1,23253
745,312,264,4,63683
746,313,224,1,61792
747,313,153,3,8618
748,313,110,5,50340
749,314,160,1,44257
750,314,248,3,47619
751,314,95,4,34800
752,314,51,5,29651
753,315,295,1,6628
754,315,166,5,43040
755,316,126,1,52943
756,316,236,5,2919
757,317,285,3,18958
758,317,197,5,62231
759,318,83,4,17354
760,318,291,5,50622
761,318,121,1,25114
762,318,101,5,4922
763,319,92,2,15329
764,319,209,4,13646
765,319,62,5,32791
766,320,248,5,47619
767,320,186,1,36759
768,320,257,2,63442
769,321,40,1,49209
770,321,15,3,6206
771,322,139,5,52583
772,323,245,5,42572
773,323,171,4,20173
774,324,193,5,64238
775,324,212,3,62816
776,324,4,2,28857
777,325,72,5,63988
778,325,98,3,34535
779,325,132,5,28210
780,326,178,1,16066
781,327,129,3,53425
782,327,27,4,32525
783,327,237,5,5473
784,328,107,1,23406
785,328,31,4,14571
786,328,297,1,46379
787,328,66,3,6830
788,329,176,2,49392
789,329,215,5,11364
790,330,281,4,47184
791,330,133,4,11314
792,330,160,4,44257
793,330,234,2,5424
794,331,178,1,16066
795,331,182,5,57022
796,332,96,3,6858
797,332,143,4,60029
798,332,97,1,5978
799,332,276,5,4905
800,333,254,4,29651
801,334,261,5,66750
802,334,229,5,18843
803,334,103,4,40604
804,334,35,4,35173
805,335,19,5,35193
806,335,114,5,43225
807,336,218,5,59249
808,336,258,4,19158
809,336,186,2,36759
810,336,192,2,25242
811,337,196,5,40335
812,337,211,5,44857
813,337,36,2,38669
814,338,162,1,3734
815,338,198,5,55971
816,338,182,3,57022
817,338,231,5,57760
818,339,238,4,68221
819,340,294,2,52079
820,340,265,3,49641
821,341,205,3,30016
822,342,134,3,44133
823,343,291,4,50622
824,343,46,5,16683
825,343,161,3,61461
826,343,201,4,25442
827,344,210,1,37468
828,345,224,2,61792
829,346,15,5,6206
830,346,81,2,68722
831,346,92,3,15329
832,347,212,3,62816
833,347,101,3,4922
834,347,190,2,34062
835,348,152,4,50405
836,348,25,5,41445
837,348,46,4,16683
838,348,269,2,5052
839,349,240,3,12159
840,349,154,5,61269
841,350,288,2,9881
842,350,278,2,13103
843,350,261,2,66750
844,351,31,4,14571
845,351,220,2,8094
846,351,213,2,64654
847,352,194,3,64532
848,353,6,2,55187
849,353,58,3,25157
850,353,122,1,421
851,353,28,3,34638
852,354,41,5,69714
853,354,190,3,34062
854,355,102,2,19610
855,355,2,3,13634
856,355,261,4,66750
857,355,198,2,55971
858,356,68,4,53469
859,356,164,5,60715
860,357,165,2,49889
861,357,280,3,6228
862,358,2,1,13634
863,358,204,2,37293
864,358,46,5,16683
865,359,113,5,3301
866,360,119,3,45509
867,360,90,3,69529
868,360,106,1,20457
869,360,239,4,23988
870,361,147,4,34172
871,361,155,5,55269
872,361,73,3,28734
873,362,216,5,54748
874,363,194,4,64532
875,363,252,3,31565
876,363,284,3,50340
877,364,131,1,42437
878,364,23,2,30221
879,365,117,5,34437
880,365,200,1,40389
881,365,91,5,13777
882,366,299,1,5367
883,367,250,5,17372
884,367,14,4,47600
885,367,209,2,13646
886,367,192,1,25242
887,368,95,5,34800
888,368,192,3,25242
889,369,174,3,15212
890,369,219,1,56407
891,370,180,3,9238
892,371,3,4,55502
893,371,198,3,55971
894,372,259,3,66816
895,373,294,4,52079
896,373,244,1,59814
897,373,177,3,32030
898,374,68,2,53469
899,374,61,1,52972
900,374,71,2,59838
901,375,137,3,9745
902,375,290,5,60078
903,376,63,4,59000
904,376,168,4,2740
905,377,225,2,37962
906,378,184,4,63572
907,378,286,3,60436
908,378,156,1,50057
909,378,232,1,52957
910,379,175,2,14368
911,379,35,1,35173
912,379,228,3,29666
913,380,11,1,45282
914,381,23,2,30221
915,381,72,4,63988
916,381,276,4,4905
917,382,57,5,62153
918,383,123,5,47939
919,383,232,1,52957
920,383,97,5,5978
921,383,60,2,7300
922,384,216,1,54748
923,384,18,3,21519
924,384,10,3,12356
925,384,198,2,55971
926,385,76,5,69815
927,385,75,5,6772
928,386,103,4,40604
929,386,41,2,69714
930,386,65,2,58282
931,387,86,5,9802
932,387,182,4,57022
933,387,24,4,52781
934,388,86,3,9802
935,389,167,4,55455
936,389,193,5,64238
937,389,296,4,37712
938,389,241,3,43887
939,390,142,2,6782
940,390,236,2,2919
941,390,119,4,45509
942,391,110,5,50340
943,391,217,3,29781
944,391,38,3,23616
945,392,193,5,64238
946,392,147,4,34172
947,392,180,3,9238
948,393,184,5,63572
949,393,256,3,38454
950,393,199,2,46312
951,394,36,3,38669
952,394,216,5,54748
953,395,211,1,44857
954,396,217,3,29781
955,396,168,1,2740
956,396,95,2,34800
957,396,257,1,63442
958,397,286,1,60436
959,398,140,3,14170
960,398,152,3,50405
961,399,61,5,52972
962,399,17,2,50023
963,400,102,2,19610
964,401,46,1,16683
965,401,25,3,41445
966,402,71,1,59838
967,402,95,2,34800
968,402,288,1,9881
969,403,281,3,47184
970,403,126,4,52943
971,403,59,1,46638
972,404,78,4,9107
973,404,237,5,5473
974,405,126,1,52943
975,405,270,3,43715
976,406,294,3,52079
977,406,81,5,68722
978,406,256,5,38454
979,407,178,4,16066
980,407,43,5,47776
981,407,287,5,37900
982,407,35,4,35173
983,408,106,4,20457
984,408,228,2,29666
985,409,234,4,5424
986,409,145,4,66362
987,409,184,3,63572
988,409,6,4,55187
989,410,140,1,14170
990,410,204,2,37293
991,411,121,5,25114
992,411,137,2,9745
993,411,156,3,50057
994,412,112,2,40201
995,412,215,1,11364
996,412,174,5,15212
997,413,208,2,38490
998,413,48,5,55661
999,414,192,2,25242
1000,415,151,1,10761
1001,415,77,2,10700
1002,416,122,5,421
1003,416,291,2,50622
1004,417,145,3,66362
1005,418,226,1,9529
1006,419,194,1,64532
1007,419,113,1,3301
1008,419,18,5,21519
1009,419,78,2,9107
1010,420,150,3,35814
1011,420,239,4,23988
1012,420,115,2,46225
1013,420,209,2,13646
1014,421,166,3,43040
1015,421,287,1,37900
1016,421,51,5,29651
1017,421,179,2,45708
1018,422,62,4,32791
1019,422,137,5,9745
1020,422,137,1,9745
1021,422,97,4,5978
1022,423,143,2,60029
1023,423,1,3,36248
1024,424,18,4,21519
1025,424,95,3,34800
1026,424,60,3,7300
1027,424,208,3,38490
1028,425,290,4,60078
1029,425,243,2,52688
1030,425,173,4,33786
1031,426,241,5,43887
1032,426,128,1,23010
1033,427,269,2,5052
1034,427,229,5,18843
1035,427,165,1,49889
1036,428,53,4,9505
1037,428,37,5,625
1038,428,279,2,22005
1039,428,197,1,62231
1040,429,99,1,56257
1041,429,209,5,13646
1042,429,248,2,47619
1043,429,57,4,62153
1044,430,75,4,6772
1045,431,234,1,5424
1046,431,62,4,32791
1047,432,292,2,31291
1048,432,127,4,16883
1049,433,59,5,46638
1050,433,61,5,52972
1051,434,224,1,61792
1052,434,272,3,19094
1053,435,297,2,46379
1054,435,214,2,20087
1055,436,290,4,60078
1056,436,297,2,46379
1057,437,168,4,2740
1058,438,58,5,25157
1059,438,38,1,23616
1060,438,133,3,11314
1061,439,97,5,5978
1062,439,153,5,8618
1063,440,151,2,10761
1064,440,164,2,60715
1065,441,206,3,2054
1066,441,45,2,11426
1067,441,100,5,10062
1068,442,201,3,25442
1069,442,232,5,52957
1070,443,67,3,12424
1071,443,95,4,34800
1072,443,171,1,20173
1073,444,148,4,68527
1074,444,28,4,34638
1075,444,102,2,19610
1076,444,18,2,21519
1077,445,296,3,37712
1078,445,34,2,1704
1079,445,25,1,41445
1080,445,212,5,62816
1081,446,211,3,44857
1082,446,220,3,8094
1083,446,49,5,41057
1084,447,190,5,34062
1085,447,126,1,52943
1086,447,209,2,13646
1087,447,153,4,8618
1088,448,214,1,20087
1089,448,240,2,12159
1090,448,133,5,11314
1091,448,14,2,47600
1092,449,199,1,46312
1093,449,184,2,63572
1094,449,116,1,43604
1095,449,278,3,13103
1096,450,144,5,41788
1097,450,52,4,30361
1098,451,8,1,55592
1099,451,46,2,16683
1100,451,203,4,36441
1101,451,271,3,13269
1102,452,102,5,19610
1103,452,2,5,13634
1104,453,32,2,8526
1105,453,94,2,27807
1106,454,4,1,28857
1107,455,155,3,55269
1108,455,130,4,37806
1109,456,275,5,50008
1110,457,211,2,44857
1111,457,95,1,34800
1112,458,174,3,15212
1113,459,174,5,15212
1114,459,235,4,33016
1115,459,178,5,16066
1116,459,269,5,5052
1117,460,256,3,38454
1118,460,264,2,63683
1119,460,97,3,5978
1120,460,217,5,29781
1121,461,117,2,34437
1122,461,168,2,2740
1123,461,221,5,27859
1124,462,99,1,56257
1125,462,108,1,23709
1126,462,289,2,39410
1127,462,35,1,35173
1128,463,280,3,6228
1129,463,210,2,37468
1130,463,72,4,63988
1131,464,40,5,49209
1132,465,237,1,5473
1133,465,68,4,53469
1134,465,8,1,55592
1135,466,285,2,18958
1136,466,207,2,36154
1137,466,178,5,16066
1138,467,186,1,36759
1139,468,163,5,3752
1140,468,42,2,42687
1141,469,111,1,29354
1142,469,282,1,32207
1143,469,194,3,64532
1144,470,119,4,45509
1145,470,249,3,6964
1146,471,192,1,25242
1147,471,40,5,49209
1148,472,233,1,64922
1149,472,47,5,21843
1150,473,14,4,47600
1151,473,53,1,9505
1152,473,16,2,10658
1153,473,97,5,5978
1154,474,48,1,55661
1155,474,90,5,69529
1156,474,14,1,47600
1157,474,291,2,50622
1158,475,210,1,37468
1159,475,24,2,52781
1160,475,250,2,17372
1161,475,247,1,54365
1162,476,239,2,23988
1163,476,62,1,32791
1164,477,156,4,50057
1165,477,6,4,55187
1166,477,212,2,62816
1167,477,55,1,9487
1168,478,244,5,59814
1169,479,187,1,61110
1170,480,110,4,50340
1171,481,167,1,55455
1172,481,179,2,45708
1173,481,154,2,61269
1174,481,261,1,66750
1175,482,65,5,58282
1176,483,145,4,66362
1177,484,260,3,36408
1178,484,104,5,27735
1179,485,261,2,66750
1180,485,64,2,36709
1181,485,195,5,38766
1182,485,60,2,7300
1183,486,293,3,38980
1184,487,161,4,61461
1185,487,249,4,6964
1186,488,228,2,29666
1187,488,85,5,60268
1188,488,97,1,5978
1189,489,172,4,15193
1190,489,56,3,63824
1191,490,34,2,1704
1192,491,290,2,60078
1193,491,24,1,52781
1194,491,149,1,57854
1195,492,146,1,21061
1196,492,63,5,59000
1197,492,53,4,9505
1198,493,265,3,49641
1199,493,41,1,69714
1200,494,39,2,66740
1201,494,266,2,31500
1202,494,157,5,39339
1203,495,268,4,50168
1204,495,163,2,3752
1205,495,94,1,27807
1206,496,229,3,18843
1207,496,59,3,46638
1208,497,218,1,59249
1209,497,169,1,46070
1210,497,240,2,12159
1211,497,24,5,52781
1212,498,4,2,28857
1213,498,51,5,29651
1214,498,238,4,68221
1215,499,96,1,6858
1216,500,112,4,40201
1217,500,128,1,23010
1218,501,172,3,15193
1219,501,42,2,42687
1220,502,192,3,25242
1221,502,122,5,421
1222,502,149,3,57854
1223,502,51,5,29651
1224,503,183,4,57280
1225,503,121,3,25114
1226,503,207,2,36154
1227,504,2,1,13634
1228,504,83,3,17354
1229,505,176,2,49392
1230,506,29,2,52550
1231,507,275,1,50008
1232,507,150,4,35814
1233,507,263,1,64378
1234,507,244,3,59814
1235,508,230,4,40519
1236,508,158,2,29106
1237,509,277,3,37867
1238,509,286,1,60436
1239,509,6,2,55187
1240,509,123,5,47939
1241,510,136,4,3401
1242,511,117,4,34437
1243,512,137,5,9745
1244,512,133,1,11314
1245,512,12,4,60417
1246,512,278,2,13103
